Date,Close
7/12/2018 16:00:00,1201.26
7/13/2018 16:00:00,1204.42
7/16/2018 16:00:00,1196.51
7/17/2018 16:00:00,1213.08
7/18/2018 16:00:00,1212.91
7/19/2018 16:00:00,1199.1
7/20/2018 16:00:00,1197.88
7/23/2018 16:00:00,1211
7/24/2018 16:00:00,1258.15
7/25/2018 16:00:00,1275.94
7/26/2018 16:00:00,1285.5
7/27/2018 16:00:00,1252.89
7/30/2018 16:00:00,1230.04
7/31/2018 16:00:00,1227.22
8/1/2018 16:00:00,1232.99
8/2/2018 16:00:00,1241.13
8/3/2018 16:00:00,1238.16
8/6/2018 16:00:00,1237.67
8/7/2018 16:00:00,1255.84
8/8/2018 16:00:00,1261.33
8/9/2018 16:00:00,1264.46
8/10/2018 16:00:00,1252.51
8/13/2018 16:00:00,1248.64
8/14/2018 16:00:00,1258.14
8/15/2018 16:00:00,1232.22
8/16/2018 16:00:00,1224.06
8/17/2018 16:00:00,1215.85
8/20/2018 16:00:00,1221.95
8/21/2018 16:00:00,1217.41
8/22/2018 16:00:00,1221.75
8/23/2018 16:00:00,1221.16
8/24/2018 16:00:00,1236.75
8/27/2018 16:00:00,1256.27
8/28/2018 16:00:00,1245.86
8/29/2018 16:00:00,1264.65
8/30/2018 16:00:00,1254.44
8/31/2018 16:00:00,1231.8
9/4/2018 16:00:00,1211.31
9/5/2018 16:00:00,1199.1
9/6/2018 16:00:00,1183.99
9/7/2018 16:00:00,1177.59
9/10/2018 16:00:00,1175.06
9/11/2018 16:00:00,1189.99
9/12/2018 16:00:00,1171.6
9/13/2018 16:00:00,1182.14
9/14/2018 16:00:00,1177.98
9/17/2018 16:00:00,1159.83
9/18/2018 16:00:00,1167.11
9/19/2018 16:00:00,1174.27
9/20/2018 16:00:00,1191.57
9/21/2018 16:00:00,1172.12
9/24/2018 16:00:00,1179.56
9/25/2018 16:00:00,1193.89
9/26/2018 16:00:00,1194.06
9/27/2018 16:00:00,1207.36
9/28/2018 16:00:00,1207.08
10/1/2018 16:00:00,1208.53
10/2/2018 16:00:00,1207.64
10/3/2018 16:00:00,1211.53
10/4/2018 16:00:00,1177.07
10/5/2018 16:00:00,1167.83
10/8/2018 16:00:00,1155.92
10/9/2018 16:00:00,1145.17
10/10/2018 16:00:00,1092.16
10/11/2018 16:00:00,1090.74
10/12/2018 16:00:00,1120.54
10/15/2018 16:00:00,1102.44
10/16/2018 16:00:00,1133.08
10/17/2018 16:00:00,1127.59
10/18/2018 16:00:00,1097.91
10/19/2018 16:00:00,1105.18
10/22/2018 16:00:00,1111.37
10/23/2018 16:00:00,1114.91
10/24/2018 16:00:00,1057.12
10/25/2018 16:00:00,1103.59
10/26/2018 16:00:00,1083.75
10/29/2018 16:00:00,1034.73
10/30/2018 16:00:00,1049.51
10/31/2018 16:00:00,1090.58
11/1/2018 16:00:00,1085.98
11/2/2018 16:00:00,1071.49
11/5/2018 16:00:00,1055.73
11/6/2018 16:00:00,1069.57
11/7/2018 16:00:00,1108.24
11/8/2018 16:00:00,1094.63
11/9/2018 16:00:00,1077.02
11/12/2018 16:00:00,1049.36
11/13/2018 16:00:00,1047.97
11/14/2018 16:00:00,1054.58
11/15/2018 16:00:00,1071.05
11/16/2018 16:00:00,1068.27
11/19/2018 16:00:00,1027.42
11/20/2018 16:00:00,1030.45
11/21/2018 16:00:00,1043.43
11/23/2018 13:00:00,1030.1
11/26/2018 16:00:00,1055.94
11/27/2018 16:00:00,1052.28
11/28/2018 16:00:00,1091.79
11/29/2018 16:00:00,1094.58
11/30/2018 16:00:00,1109.65
12/3/2018 16:00:00,1116.36
12/4/2018 16:00:00,1062.47
12/6/2018 16:00:00,1078.08
12/7/2018 16:00:00,1046.58
12/10/2018 16:00:00,1053.18
12/11/2018 16:00:00,1061.65
12/12/2018 16:00:00,1073.73
12/13/2018 16:00:00,1073.54
12/14/2018 16:00:00,1051.71
12/17/2018 16:00:00,1025.65
12/18/2018 16:00:00,1043.41
12/19/2018 16:00:00,1035.46
12/20/2018 16:00:00,1023.58
12/21/2018 16:00:00,991.25
12/24/2018 13:00:00,984.67
12/26/2018 16:00:00,1047.85
12/27/2018 16:00:00,1052.9
12/28/2018 16:00:00,1046.68
12/31/2018 16:00:00,1044.96
